name,feature_type,latitude,longitude,size,description
Forest 006736eb,Forest,3.38272,-86.560584,681.07,When cut relate trouble international food top property current free.
Mountain 865c00d7,Mountain,52.203771,30.806546,9.66,Give owner save drug stop ball head human show third commercial rather the.
River 860ff104,River,31.414882,1.354626,136.18,Clear create popular relate discover person clear probably.
River 4e2bf2a3,River,83.615764,104.423597,793.07,Own opportunity every again receive benefit well seek experience create factor whether.
River efa358dc,River,-86.934482,18.804142,85.88,House sell program yeah street return.
Lake e371b620,Lake,-3.624306,-82.421021,484.48,Plant professor care pay amount next he yeah federal professor officer.
Forest eca820bb,Forest,-82.788265,-31.404466,419.64,Away child mind view four stop fact stuff whose want green beat and.
Desert 723fa659,Desert,-2.826562,-87.336265,949.88,Project thank policy accept while common sea hand provide.
Mountain ff1af445,Mountain,-44.339049,28.358339,25.79,Find network certain begin ask campaign.
River 8800f936,River,-3.470208,-54.721074,957.51,Then stage while tell ahead evidence good risk.
Lake 91658795,Lake,89.318833,108.027804,892.72,Indeed paper current store apply power bad fear do very.
Mountain dca1342e,Mountain,44.63926,-40.565516,6.62,Stage only company build movie marriage young.
Forest 644fa31a,Forest,19.370217,-29.387277,667.55,Grow fire drug let present shake hold.
Mountain d98d3750,Mountain,-5.090933,-42.844316,843.85,Message road though movie concern else drop fast.
River 8fe341de,River,-26.212212,-158.980655,904.02,World popular stop threat project brother give wind and.
Forest f9c46a52,Forest,-17.485516,63.587389,665.16,Happy war father source I rather little.
Lake 77c146a5,Lake,-16.95715,119.46427,858.15,Industry meeting any once I another step spring easy ask goal.
Lake 1328d27d,Lake,70.597224,-166.229549,588.47,Ago listen although bad strong matter ball.
River 7bef0450,River,-56.010648,165.075888,92.49,Body spend north most sit traditional yes notice letter born song red theory decade.
Forest 95deedfd,Forest,-26.558977,-27.565109,760.8,Offer believe international early of return piece either.
Mountain 02b54392,Mountain,50.530384,-149.865732,402.64,Room agreement name cultural important work whose tough foot among common wear.
Mountain ab69533b,Mountain,-67.86227,-128.544727,698.92,Relate can paper science certainly management his join want question son option rich.
Forest 741e3b1c,Forest,46.587264,75.41208,996.08,Star drop threat six public allow guy too.
Forest eb27e585,Forest,-6.464669,-154.45505,880.78,Past strategy painting affect resource in unit.
Lake e2d4f0a1,Lake,-14.304035,142.416078,452.01,Everybody project activity interview customer commercial eye painting.
River 4021ca2c,River,-87.708893,-58.117188,188.91,Your go every born sense serve study share industry step must.
Mountain adfe89dc,Mountain,-1.694725,72.867051,301.71,Doctor image rock model what more reduce thousand hour world history.
Forest 1b0eb6c9,Forest,48.18302,-35.066239,630.57,Husband place dream recently bill good partner.
Lake 553ca19f,Lake,21.115109,47.586608,712.14,Letter suddenly attack until clear agency remember position save.
River ac140ee3,River,-86.410926,-133.104153,375.21,Plant same represent woman case treat culture name event firm doctor step.
Mountain 3f410679,Mountain,-32.732754,-84.328601,674.8,Republican suffer seat other create choose act her.
River 82539849,River,14.205227,175.587904,444.35,World every development health large question perform citizen hundred analysis candidate personal become.
Desert 6242bd9a,Desert,60.312485,-0.45198,216.68,Where us us relate guy three push yard beat together.
Forest 84ac0a12,Forest,52.664113,175.646149,363.06,Baby hope run accept they whether environmental.
Mountain 3a5e368d,Mountain,-74.240261,-120.163172,841.75,Laugh growth question knowledge message sign huge.
Desert 6d88709c,Desert,-72.157516,-103.907419,849.61,Minute old daughter speech run per yourself expert wind watch.
Desert 519264af,Desert,-51.469324,43.90833,94.08,Chance here detail cost development billion sit.
River bc587a7f,River,-30.322611,-49.051192,844.87,Office my too thus play follow deal remember into site rest.
Lake 17617e89,Lake,-87.650884,-10.349477,297.19,Bill spend avoid serious quite within do who similar draw practice yet.
Mountain f5e095ae,Mountain,-65.485793,-96.744375,208.55,Professor modern ground prove major rise.
River c35c2c28,River,67.977082,-154.753403,30.06,Everything those same test wall another tree fight perform.
River 421d0d6b,River,-59.556178,40.010266,285.99,Although life special management thousand record.
Lake 411a7ffe,Lake,77.529505,13.356645,773.68,Glass system soon what whether whom.
Lake 84db30fc,Lake,24.318788,-56.437912,883.51,Add action I various accept small.
Desert 645bd57f,Desert,-37.235726,-117.197675,998.06,Lot vote able president though politics yet player always dog recently message beautiful.
Forest 7495e706,Forest,-15.870017,-84.651187,140.58,Decision see summer office among budget.
River 228cf6e3,River,-81.913957,143.661731,867.25,Behind quality street describe deal great approach police fight political his easy.
Lake 0011c65c,Lake,-42.720634,103.074582,459.1,A argue care dog population candidate move town set spring seek claim.
Desert 503cc5b7,Desert,-42.30728,28.945245,381.2,Apply world moment finally appear find media.
River 8703bbdc,River,66.051319,125.360739,642.16,Culture night forget attorney perhaps wrong yourself behavior talk new star property member.
Forest 9ff680cd,Forest,44.784873,56.222103,364.24,Civil community agent fine two story education leg.
Lake a9c625aa,Lake,12.457674,161.975065,471.97,Admit both song their box public red.
River 9962d08f,River,40.76254,17.891002,950.24,Success commercial outside the interview learn he among become long box able.
Forest dc6b4fcf,Forest,-6.140065,-166.73824,50.58,Test foreign score evidence describe ten.
Lake 2b2df372,Lake,26.151096,132.518332,931.93,Activity recently watch different dinner another compare movement decide around western.
Lake eb2de9e8,Lake,-75.473867,-137.061893,470.31,Born forget behind deal me opportunity specific event.
Mountain 1e167bc3,Mountain,-73.25097,-51.909852,28.68,Foreign kitchen hospital concern executive form pass.
Desert 9465e78b,Desert,-5.336611,-30.153659,924.67,Rest him condition kitchen woman south office skin from.
Mountain 98f28262,Mountain,4.627197,59.218855,255.31,Century technology indeed him career allow or election chair drive nice position garden.
Mountain 62723af6,Mountain,-32.350884,125.391327,607.23,With prevent action today benefit approach improve see.
Mountain 55b90ecf,Mountain,17.281315,13.188434,564.96,Information million chance feel car let throughout rock.
River 82776b65,River,15.509318,-69.34943,653.79,Sport from boy know thousand that say owner maintain time.
River d34fe30d,River,47.690186,61.030102,786.57,Stock sort community everybody six too summer draw evidence style parent debate together.
Lake eb030187,Lake,8.202004,51.230158,553.33,Certainly college will both worry easy.
Forest 5cea88e4,Forest,-66.495222,-44.015565,301.12,Throw week power huge direction project itself conference word put picture nothing.
Mountain 26ce9157,Mountain,-72.687945,-48.887635,967.6,Free wife American begin gun law image visit later respond lot.
Forest 81a0c45b,Forest,38.728181,167.859155,658.99,Will seven plant market rest friend yard list old who these create two.
River f1d8b25d,River,42.956852,20.385663,791.61,Case agreement animal friend rest bed power guess will cell dream house beat.
River 58019723,River,43.528499,-138.657915,219.47,Society inside enjoy thank idea range nation catch debate admit.
Mountain c1f8cee7,Mountain,84.558345,-116.195639,371.19,Court born suggest conference TV produce experience.
River d7bfbc1c,River,-22.832011,-78.212608,966.97,Production man soldier election week bank deep control.
Lake 33cc2a2c,Lake,12.062997,-169.482399,791.17,Tv discussion usually ground toward way practice war media right.
Desert 08dd4a76,Desert,54.495771,-120.740856,957.45,None family left interest than economic similar see fire how goal.
Mountain 86f77396,Mountain,65.747859,-42.781943,363.35,Teach on many understand daughter themselves their inside together throughout red.
Lake 49ed45e6,Lake,47.025156,-54.883383,586.3,Season avoid save never data cell against method do.
Desert c2d0cb8e,Desert,-27.730719,-4.775557,918.09,Room itself nation read owner everybody become from exist hot none.
Mountain 9f937a66,Mountain,-73.592958,11.456321,176.92,Push senior war every organization structure talk.
Forest 511153e1,Forest,75.26313,-126.32031,748.61,For first guess baby player sing program detail would grow recognize.
Desert 3f0c8bd2,Desert,16.509851,-64.588597,849.41,Forward billion claim maintain now talk generation black customer plan include animal.
Desert e232f4ab,Desert,-59.721972,-45.410504,855.35,Market try environmental character will avoid positive industry clear whole exactly yes career.
Forest daf80098,Forest,-51.516012,-14.536252,887.54,Remember information thousand join some clearly particular ahead message table family.
Forest 7db48045,Forest,17.894557,-75.335611,191.11,Business red treat throw soon produce organization minute.
Forest b8670b62,Forest,58.039334,-150.475033,950.67,Point language sometimes floor hold somebody ready state fight huge kid property.
Lake b9137d0b,Lake,-33.553466,50.777007,722.88,Enough provide need scene health anyone guess win seek evidence country financial practice.
Lake e1957d3f,Lake,56.36028,-37.037458,967.56,Available fire particular indicate red seem but do.
Forest 87015846,Forest,-89.151398,82.731351,876.9,Under fire section language south full miss listen degree attention any.
Lake 181b0800,Lake,20.180329,-133.731974,14.53,Law service rise analysis serve prevent check challenge available recent site million walk.
River b661f5c7,River,-81.265469,23.752391,865.38,Respond memory time wonder tend maybe resource.
Desert cb00493a,Desert,65.057181,-160.946349,140.7,Democratic land policy account growth amount create cost occur always scene become economic.
Mountain e73b49c7,Mountain,40.072521,67.975988,586.75,Reason rock law tough not measure anything.
Mountain d42a3606,Mountain,-15.470886,168.827535,190.23,Color responsibility risk fast next who news treatment tell.
Lake 23d42836,Lake,37.023891,41.666549,740.95,These table produce group management responsibility spring situation start father society.
Lake bb13b174,Lake,89.352058,113.001425,501.62,Do same trade various his theory central method others particular gun member.
Mountain c6287d2c,Mountain,-86.752888,-124.035633,149.9,Tv hospital hour power later step away same religious leg.
Desert 56ad8ac5,Desert,-33.687044,143.895791,658.53,Plan finish why when reflect child suffer its billion wrong Congress authority central.
Forest 95a8f1d0,Forest,-59.279282,-36.373724,335.17,Need go later bag respond Democrat born memory station space.
River d19c8a92,River,80.877974,-152.586065,570.09,Body fear air order thus program natural since usually worker season.
Mountain c1cf0ee2,Mountain,43.980917,132.988043,688.35,Focus own key memory bill great avoid receive two politics here research hard.
Mountain f015fa4a,Mountain,68.649015,37.563536,185.04,Wide never east stay significant ahead pretty kid.
Lake 849f6adf,Lake,-3.326134,-137.315721,293.52,Even just inside claim red glass cup collection miss wife language than after.
Forest d214982d,Forest,23.787153,-161.127385,425.15,Among nothing authority return appear artist society attention under lay condition.
